,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
0,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:05,CRN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
1,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:10,CRN05,,,,64.0,17.7,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
2,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:15,CRN05,,,,64.0,17.7,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
3,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:20,CRN05,,,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
4,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:25,CRN05,,,,64.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
5,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:30,CRN05,,,,64.0,17.8,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
6,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:35,CRN05,,,,64.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
7,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:40,CRN05,,,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
8,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:45,CRN05,,,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
9,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:50,CRN05,,,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
10,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 00:55,CRN05,,,,65.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
11,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:00,CRN05,,,,64.0,18.0,,,,,,4.0,,,,,,,0.0,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
12,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:05,CRN05,,,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
13,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:10,CRN05,,,,65.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
14,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:15,CRN05,,,,65.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
15,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:20,CRN05,,,,65.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
16,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:25,CRN05,,,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
17,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:30,CRN05,,,,64.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
18,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:35,CRN05,,,,64.0,17.7,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
19,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:40,CRN05,,,,63.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
20,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:45,CRN05,,,,63.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
21,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:50,CRN05,,,,63.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
22,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 01:55,CRN05,,,,63.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
23,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:00,CRN05,,,,63.0,17.2,,,,,,3.0,,,,,,,0.0,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
24,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:05,CRN05,,,,63.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
25,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:10,CRN05,,,,63.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
26,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:15,CRN05,,,,63.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
27,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:20,CRN05,,,,63.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
28,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:25,CRN05,,,,63.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
29,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:30,CRN05,,,,64.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
30,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:35,CRN05,,,,63.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
31,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:40,CRN05,,,,63.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
32,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:45,CRN05,,,,63.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
33,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:50,CRN05,,,,63.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
34,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 02:55,CRN05,,,,63.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
35,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:00,CRN05,,,,63.0,17.2,,,,,,5.0,,,,,,,0.0,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
36,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:05,CRN05,,,,63.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
37,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:10,CRN05,,,,63.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
38,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:15,CRN05,,,,63.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
39,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:20,CRN05,,,,63.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
40,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:25,CRN05,,,,63.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
41,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:30,CRN05,,,,63.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
42,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:35,CRN05,,,,63.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
43,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:40,CRN05,,,,62.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
44,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:45,CRN05,,,,62.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
45,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:50,CRN05,,,,62.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
