,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
46,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 03:55,CRN05,,,,62.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
47,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:00,CRN05,,,,62.0,16.9,,,,,,5.0,,,,,,,0.0,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
48,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:05,CRN05,,,,62.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
49,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:10,CRN05,,,,62.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
50,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:15,CRN05,,,,62.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
51,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:20,CRN05,,,,62.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
52,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:25,CRN05,,,,62.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
53,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:30,CRN05,,,,63.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
54,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:35,CRN05,,,,62.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
55,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:40,CRN05,,,,61.0,16.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
56,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:45,CRN05,,,,62.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
57,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:50,CRN05,,,,62.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
58,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 04:55,CRN05,,,,62.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
59,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:00,CRN05,,,,62.0,16.9,,,,,,4.0,,,,,,,0.0,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
60,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:05,CRN05,,,,63.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
61,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:10,CRN05,,,,63.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
62,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:15,CRN05,,,,64.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
63,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:20,CRN05,,,,66.0,18.7,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
64,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:25,CRN05,,,,67.0,19.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
65,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:30,CRN05,,,,68.0,19.9,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
66,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:35,CRN05,,,,69.0,20.5,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
67,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:40,CRN05,,,,70.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
68,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:45,CRN05,,,,70.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
69,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:50,CRN05,,,,70.0,21.2,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
70,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 05:55,CRN05,,,,70.0,21.3,,,,,,,,,,,,,,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
71,WBAN:53138,BAKER 5 W NV US,2016.9,39.0118,-114.209,2017-06-19 06:00,CRN05,,,,71.0,21.5,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,411,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
